2215627	0	0.05341	32.36444	0	0.06866	30.60576
2237524	0	0.05341	32.36444	0	0.09918	30.60576
2257606	0	0.05341	32.36444	0	0.06866	30.60576
2277692	0	0.05341	32.36444	0	0.06866	30.60576
2297799	0	0.05341	32.36444	0	0.06866	30.60576
2318877	0	0.05341	32.36444	0	0.06866	30.60576
2339042	0	0.05341	32.36444	0	0.06866	30.60576
2359223	0	0.02289	32.36444	0	0.06866	30.60576
2379397	0	0.02289	32.36444	0	0.06866	30.60576
2399397	0	0.05341	32.36444	0	0.06866	30.50806
2419624	0	0.08392	32.36444	0	0.06866	30.50806
2439676	0	0.08392	32.36444	0	0.06866	30.50806
2459841	0	0.08392	32.36444	0	0.09918	30.50806
2479978	0	0.08392	32.36444	0	0.06866	30.50806
2500182	0	0.05341	32.36444	0	0.09918	30.60576
2520272	0	0.05341	32.36444	0	0.09918	30.60576
2540393	0	0.05341	32.36444	0	0.03815	30.60576
2560472	0	0.05341	32.36444	0	0.03815	30.60576
2580702	0	0.05341	32.36444	0	0.02289	30.50806
2600656	0	0.05341	32.36444	0	0.03815	30.50806
2620917	0	0.05341	32.36444	0	0.03815	30.50806
2641017	0	0.08392	32.36444	0	0.06866	30.50806
2661155	0	0.05341	32.36444	0	0.06866	30.50806
2681343	0	0.05341	32.36444	0	0.06866	30.50806
2701492	0	0.05341	32.36444	0	0.06866	30.50806
2721675	0	0.02289	32.36444	0	0.06866	30.50806
2741765	0	0.05341	32.36444	0	0.09918	30.50806
2761894	0	0.05341	32.36444	0	0.06866	30.50806
2782051	0	0.05341	32.36444	0	0.06866	30.50806
2802270	0	0.08392	32.36444	0	0.03815	30.50806
2822317	0	0.05341	32.36444	0	0.06866	30.50806
2842523	0	0.02289	32.36444	0	0.06866	30.50806
2862558	0	0.05341	32.36444	0	0.06866	30.50806
2882882	0	0.05341	32.36444	0	0.06866	30.60576
2902965	0	0.05341	32.36444	0	0.06866	30.60576
2923140	0	0.08392	32.36444	0	0.06866	30.60576
2943240	0	0.11444	32.36444	0	0.03815	30.60576
2963396	0	0.08392	32.36444	0	0.03815	30.60576
2983519	0	0.08392	32.36444	0	0.03815	30.50806
3003659	0	0.08392	32.36444	0	0.03815	30.50806
3023799	0	0.02289	32.36444	0	0.03815	30.50806
3043939	0	0.05341	32.36444	0	0.06866	30.50806
3064157	0	0.05341	32.36444	0	0.06866	30.50806
3084223	0	0.02289	32.36444	0	0.06866	30.60576
3104264	0	0.02289	32.36444	0	0.09918	30.60576
3124509	0	0.08392	32.36444	0	0.06866	30.60576
3144640	0	0.08392	32.36444	0	0.03815	30.60576
3164779	0	0.08392	32.36444	0	0.03815	30.60576
3185038	0	0.08392	32.36444	0	0.03815	30.50806
3205111	0	0.08392	32.36444	0	0.02289	30.50806
3225270	0	0.05341	32.36444	0	0.03815	30.50806
3245389	0	0.02289	32.36444	0	0.06866	30.50806
3265626	0	0.02289	32.36444	0	0.09918	30.50806
3285666	0	0.05341	32.36444	0	0.06866	30.50806
3305877	0	0.05341	32.36444	0	0.09918	30.50806
3325953	0	0.11444	32.36444	0	0.06866	30.50806
3346077	0	0.08392	32.36444	0	0.06866	30.50806
3366226	0	0.08392	32.36444	0	0.09918	30.50806
3386448	0	0.08392	32.36444	0	0.06866	30.50806
3406561	0	0.08392	32.36444	0	0.06866	30.50806
3426825	0	0.08392	32.36444	0	0.06866	30.50806
3446943	0	0.08392	32.36444	0	0.06866	30.50806
3467164	0	0.08392	32.36444	0	0.03815	30.50806
3487287	0	0.08392	32.36444	0	0.03815	30.50806
3507392	0	0.08392	32.36444	0	0.03815	30.50806
3527608	0	0.08392	32.36444	0	0.03815	30.50806
3547752	0	0.11444	32.36444	0	0.06866	30.50806
3567926	0	0.08392	32.36444	0	0.09918	30.50806
3588050	0	0.08392	32.36444	0	0.06866	30.60576
3608193	0	0.11444	32.36444	0	0.06866	30.60576
3628330	0	0.05341	32.36444	0	0.06866	30.60576
3648474	0	0.05341	32.36444	0	0.06866	30.60576
3668634	0	0.05341	32.36444	0	0.03815	30.60576
3688759	0	0.05341	32.36444	0	0.03815	30.50806
3708929	0	0.05341	32.36444	0	0.03815	30.50806
3729048	0	0.08392	32.36444	0	0.03815	30.50806
3749182	0	0.08392	32.36444	0	0.06866	30.50806
3769339	0	0.08392	32.36444	0	0.09918	30.50806
3789473	0	0.08392	32.36444	0	0.06866	30.60576
3809706	0	0.08392	32.36444	0	0.06866	30.60576
3829764	0	0.05341	32.36444	0	0.09918	30.60576
3849839	0	0.02289	32.36444	0	0.03815	30.60576
3870118	0	0.05341	32.36444	0	0.02289	30.60576
3890197	0	0.05341	32.36444	0	0.03815	30.50806
3910313	0	0.05341	32.36444	0	0.03815	30.50806
3930498	0	0.08392	32.36444	0	0.06866	30.50806
3950575	0	0.05341	32.36444	0	0.06866	30.50806
3970984	0	0.05341	32.36444	0	0.06866	30.50806
3990830	0	0.08392	32.36444	0	0.06866	30.60576
4011016	0	0.05341	32.36444	0	0.09918	30.60576
4031150	0	0.05341	32.36444	0	0.03815	30.60576
4051315	0	0.02289	32.36444	0	0.03815	30.60576
4071368	0	0.05341	32.36444	0	0.03815	30.60576
4091611	0	0.05341	32.36444	0	0.03815	30.50806
4111731	0	0.05341	32.36444	0	0.03815	30.50806
4131869	0	0.08392	32.36444	0	0.06866	30.50806
4152034	0	0.05341	32.36444	0	0.06866	30.50806
4172156	0	0.05341	32.36444	0	0.09918	30.50806
4192299	0	0.05341	32.36444	0	0.09918	30.60576
4212441	0	0.05341	32.36444	0	0.06866	30.60576
4232572	0	0.05341	32.36444	0	0.03815	30.60576
4252723	0	0.05341	32.36444	0	0.03815	30.60576
4272852	0	0.05341	32.36444	0	0.03815	30.60576
4292988	0	0.05341	32.36444	0	0.03815	30.60576
4313139	0	0.05341	32.36444	0	0.03815	30.60576
4333271	0	0.08392	32.36444	0	0.09918	30.60576
4353326	0	0.08392	32.36444	0	0.06866	30.60576
4373554	0	0.08392	32.36444	0	0.06866	30.60576
4393793	0	0.11444	32.36444	0	0.06866	30.60576
4413848	0	0.08392	32.36444	0	0.09918	30.60576
4434045	0	0.05341	32.36444	0	0.03815	30.60576
4454134	0	0.05341	32.36444	0	0.03815	30.60576
4474315	0	0.05341	32.36444	0	0.03815	30.60576
4494411	0	0.05341	32.36444	0	0.03815	30.60576
4514626	0	0.05341	32.36444	0	0.03815	30.60576
4534682	0	0.08392	32.36444	0	0.03815	30.60576
4554860	0	0.08392	32.36444	0	0.03815	30.60576
4575053	0	0.11444	32.36444	0	0.06866	30.60576
4595255	0	0.08392	32.36444	0	0.03815	30.60576
4615279	0	0.08392	32.36444	0	0.03815	30.60576
4635432	0	0.08392	32.36444	0	0.06866	30.60576
4655656	0	0.08392	32.36444	0	0.06866	30.60576
4675758	0	0.05341	32.36444	0	0.06866	30.60576
4695845	0	0.05341	32.36444	0	0.06866	30.50806
4715991	0	0.02289	32.36444	0	0.09918	30.50806
4736139	0	0.11444	32.36444	0	0.06866	30.50806
4756351	0	0.08392	32.36444	0	0.09918	30.50806
4776429	0	0.08392	32.36444	0	0.06866	30.50806
4796566	0	0.11444	32.36444	0	0.06866	30.60576
4816716	0	0.08392	32.36444	0	0.09918	30.60576
4836877	0	0.08392	32.36444	0	0.06866	30.60576
4857047	0	0.08392	32.36444	0	0.06866	30.60576
4877164	0	0.08392	32.36444	0	0.09918	30.60576
4897315	0	0.11444	32.36444	0	0.06866	30.50806
4917486	0	0.05341	32.36444	0	0.06866	30.50806
4937626	0	0.05341	32.36444	0	0.06866	30.50806
4957787	0	0.05341	32.36444	0	0.06866	30.50806
4977960	0	0.02289	32.36444	0	0.09918	30.50806
