18995412	0.02023	0.00038	0.00015	-0.00003	-0.02474	0.01988	0.00747	0.00003	0.00001	-0.00000	-0.00000	0.00000	0.00000	-0.76321	-1.44265	9.35636
19016466	0.02095	0.00019	0.00035	0.00018	-0.00910	0.00954	0.01001	0.00005	0.00004	0.00001	-0.00001	0.00001	0.00001	-0.72598	-1.47871	9.43197
19037627	0.02056	0.00018	0.00006	0.00014	-0.00048	-0.01424	-0.00202	0.00006	0.00005	0.00003	-0.00000	-0.00003	0.00000	-0.76321	-1.44265	9.35636
19057725	0.02014	0.00023	0.00023	0.00034	0.00281	0.00857	0.00994	0.00008	0.00007	0.00007	0.00001	0.00001	0.00004	-0.72598	-1.44265	9.43197
19077865	0.02014	0.00032	-0.00003	0.00065	0.00437	-0.01304	0.01538	0.00012	0.00006	0.00016	0.00005	-0.00008	0.00012	-0.76321	-1.47871	9.39416
19098137	0.02018	0.00037	0.00009	0.00051	0.00237	0.00614	-0.00700	0.00018	0.00006	0.00025	0.00007	-0.00002	0.00003	-0.76321	-1.44265	9.35636
19118415	0.02027	0.00022	0.00027	0.00067	-0.00720	0.00896	0.00809	0.00021	0.00011	0.00037	-0.00002	0.00009	0.00010	-0.72598	-1.55085	9.39416
19138656	0.02016	0.00014	0.00003	-0.00017	-0.00401	-0.01184	-0.04189	0.00021	0.00010	0.00028	-0.00006	-0.00010	-0.00054	-0.76321	-1.47871	9.35636
19158822	0.02063	0.00028	0.00020	-0.00033	0.00674	0.00830	-0.00759	0.00024	0.00014	0.00013	0.00008	0.00005	-0.00059	-0.76321	-1.47871	9.39416
19179583	0.02050	0.00042	0.00032	-0.00041	0.00701	0.00563	-0.00389	0.00031	0.00020	-0.00003	0.00022	0.00015	-0.00057	-0.80044	-1.44265	9.39416
19200038	0.02014	0.00043	0.00084	-0.00010	0.00049	0.02581	0.01526	0.00037	0.00040	-0.00008	0.00021	0.00071	-0.00010	-0.80044	-1.44265	9.35636
19220178	0.02013	0.00049	0.00131	0.00010	0.00262	0.02330	0.01009	0.00043	0.00071	-0.00005	0.00025	0.00116	0.00020	-0.80044	-1.44265	9.35636
19240265	0.02027	0.00055	0.00177	0.00032	0.00300	0.02304	0.01068	0.00049	0.00110	0.00004	0.00030	0.00157	0.00049	-0.72598	-1.44265	9.39416
19261218	0.02022	0.00050	0.00140	0.00057	-0.00255	-0.01830	0.01216	0.00052	0.00130	0.00020	0.00016	0.00060	0.00080	-0.68875	-1.47871	9.39416
19280555	0.02014	0.00052	0.00067	0.00042	0.00117	-0.03655	-0.00738	0.00055	0.00122	0.00028	0.00017	-0.00094	0.00038	-0.76321	-1.44265	9.39416
19300672	0.02014	0.00063	0.00077	0.00065	0.00536	0.00510	0.01138	0.00060	0.00117	0.00041	0.00034	-0.00067	0.00074	-0.76321	-1.47871	9.35636
19320792	0.02013	0.00073	0.00089	0.00043	0.00530	0.00571	-0.01069	0.00067	0.00115	0.00045	0.00049	-0.00042	0.00012	-0.76321	-1.44265	9.39416
19340923	0.02013	0.00078	0.00093	0.00064	0.00213	0.00203	0.01029	0.00073	0.00113	0.00054	0.00048	-0.00036	0.00054	-0.72598	-1.44265	9.43197
19361087	0.02017	0.00074	0.00058	0.00090	-0.00196	-0.01714	0.01294	0.00077	0.00100	0.00069	0.00027	-0.00124	0.00102	-0.76321	-1.44265	9.39416
19381293	0.02013	0.00058	0.00071	0.00110	-0.00780	0.00620	0.01012	0.00075	0.00093	0.00086	-0.00022	-0.00079	0.00130	-0.76321	-1.44265	9.35636
19401653	0.02012	0.00041	0.00088	0.00121	-0.00826	0.00860	0.00531	0.00067	0.00092	0.00103	-0.00066	-0.00027	0.00127	-0.76321	-1.47871	9.39416
19421784	0.02013	0.00052	0.00094	0.00099	0.00522	0.00281	-0.01097	0.00063	0.00092	0.00109	-0.00026	-0.00016	0.00030	-0.72598	-1.44265	9.39416
19441804	0.02012	0.00054	0.00062	0.00118	0.00092	-0.01580	0.00931	0.00061	0.00083	0.00118	-0.00018	-0.00121	0.00071	-0.72598	-1.47871	9.39416
19461916	0.02016	0.00054	0.00062	0.00118	0.00000	0.00000	0.00000	0.00059	0.00076	0.00125	-0.00017	-0.00108	0.00046	-0.72598	-1.47871	9.39416
19482287	0.02015	0.00047	0.00035	0.00097	-0.00358	-0.01310	-0.01037	0.00055	0.00062	0.00123	-0.00041	-0.00186	-0.00045	-0.72598	-1.47871	9.39416
19502367	0.02033	0.00017	0.00031	0.00058	-0.01446	-0.00237	-0.01911	0.00043	0.00049	0.00108	-0.00138	-0.00176	-0.00185	-0.72598	-1.44265	9.39416
19522439	0.02012	0.00017	0.00031	0.00058	0.00000	0.00000	0.00000	0.00033	0.00040	0.00095	-0.00113	-0.00150	-0.00163	-0.72598	-1.44265	9.39416
19542488	0.02017	0.00006	0.00006	0.00081	-0.00564	-0.01203	0.01138	0.00022	0.00025	0.00091	-0.00135	-0.00220	-0.00056	-0.72598	-1.47871	9.39416
19563283	0.02011	0.00012	-0.00017	0.00062	0.00325	-0.01181	-0.00949	0.00015	0.00007	0.00082	-0.00083	-0.00277	-0.00132	-0.76321	-1.47871	9.39416
19583045	0.02012	0.00007	-0.00001	0.00049	-0.00277	0.00795	-0.00628	0.00009	-0.00003	0.00071	-0.00088	-0.00161	-0.00169	-0.80044	-1.40658	9.35636
19603161	0.02015	0.00006	0.00061	0.00100	-0.00045	0.03076	0.02509	0.00004	0.00010	0.00077	-0.00073	0.00131	0.00068	-0.72598	-1.47871	9.35636
19623398	0.02013	0.00015	0.00036	0.00074	0.00433	-0.01239	-0.01274	0.00003	0.00013	0.00075	-0.00018	-0.00005	-0.00067	-0.76321	-1.44265	9.43197
19643461	0.02036	0.00027	0.00047	0.00104	0.00635	0.00548	0.01466	0.00007	0.00021	0.00082	0.00047	0.00044	0.00069	-0.76321	-1.47871	9.35636
19663536	0.02012	0.00024	0.00061	0.00081	-0.00178	0.00713	-0.01121	0.00010	0.00031	0.00082	0.00025	0.00101	-0.00060	-0.76321	-1.47871	9.35636
19683668	0.02012	0.00014	0.00073	0.00060	-0.00515	0.00607	-0.01041	0.00010	0.00044	0.00075	-0.00026	0.00137	-0.00159	-0.76321	-1.47871	9.35636
19703777	0.02011	0.00013	0.00085	0.00042	-0.00022	0.00596	-0.00920	0.00009	0.00058	0.00064	-0.00020	0.00166	-0.00230	-0.76321	-1.47871	9.39416
19723885	0.02015	-0.00001	0.00098	0.00028	-0.00678	0.00627	-0.00668	0.00005	0.00073	0.00051	-0.00081	0.00193	-0.00262	-0.72598	-1.44265	9.35636
19744105	0.02014	-0.00009	0.00073	0.00046	-0.00408	-0.01250	0.00858	-0.00000	0.00078	0.00046	-0.00104	0.00020	-0.00130	-0.72598	-1.47871	9.39416
19764484	0.02014	-0.00006	0.00040	0.00030	0.00155	-0.01612	-0.00768	-0.00004	0.00070	0.00038	-0.00062	-0.00161	-0.00193	-0.76321	-1.44265	9.35636
19784618	0.02014	0.00018	0.00053	0.00048	0.01170	0.00613	0.00879	0.00001	0.00068	0.00037	0.00082	-0.00070	-0.00067	-0.72598	-1.47871	9.35636
19804825	0.02014	0.00035	0.00029	0.00028	0.00849	-0.01187	-0.00989	0.00010	0.00058	0.00031	0.00165	-0.00193	-0.00168	-0.68875	-1.44265	9.43197
19824986	0.02013	0.00037	-0.00038	0.00056	0.00113	-0.03325	0.01371	0.00019	0.00029	0.00035	0.00151	-0.00536	0.00014	-0.72598	-1.47871	9.35636
19844979	0.02012	0.00058	-0.00060	0.00032	0.01035	-0.01068	-0.01185	0.00032	-0.00001	0.00032	0.00245	-0.00558	-0.00129	-0.76321	-1.47871	9.35636
19865049	0.02059	0.00050	-0.00032	0.00016	-0.00400	0.01323	-0.00756	0.00040	-0.00017	0.00025	0.00153	-0.00294	-0.00197	-0.72598	-1.44265	9.35636
19886082	0.02014	0.00047	-0.00045	0.00035	-0.00157	-0.00642	0.00919	0.00045	-0.00033	0.00025	0.00106	-0.00311	-0.00052	-0.68875	-1.47871	9.39416
19905716	0.02014	0.00038	-0.00098	0.00021	-0.00444	-0.02616	-0.00656	0.00046	-0.00061	0.00022	0.00033	-0.00564	-0.00124	-0.80044	-1.44265	9.39416
